16.16,16.78,24.85,21.75,21.13,24.23
16.78,14.29,24.85,18.02,26.1,24.23
16.78,16.16,26.1,18.02,26.72,27.96
16.16,14.91,21.13,18.02,24.85,27.96
16.78,16.16,24.23,16.78,24.85,24.23
16.16,16.16,26.1,16.78,24.23,24.85
16.16,16.16,22.99,16.78,26.72,24.23
16.16,16.16,24.85,16.78,26.72,29.2
16.78,16.16,24.23,16.78,24.85,29.2
18.02,16.16,26.1,16.16,24.23,24.85
18.02,16.16,26.72,16.16,21.75,24.23
16.78,14.91,24.23,16.16,26.1,24.85
16.16,16.78,26.72,16.16,26.72,29.2
14.91,16.78,26.72,16.16,26.1,29.2
16.16,16.16,24.85,16.78,26.1,29.83
16.16,16.16,24.85,16.78,24.85,26.1
14.91,16.16,24.85,16.78,29.83,24.85
16.16,16.78,24.85,16.78,29.83,24.85
16.16,16.78,21.75,16.78,22.99,24.85
16.78,16.78,24.85,16.78,22.99,24.23
16.78,16.78,24.23,16.78,24.23,24.85
16.16,18.02,24.85,16.78,24.85,24.85
14.29,18.02,19.88,16.78,24.23,24.85
14.91,18.02,24.85,16.78,22.99,24.23
16.16,18.02,26.1,16.78,24.23,22.99
16.16,16.16,26.72,16.78,26.1,22.99
18.02,16.78,22.99,16.78,24.23,22.99
19.26,16.78,24.85,16.78,24.23,24.23
18.02,16.16,24.85,16.78,21.75,24.23
18.02,16.16,24.85,16.78,24.85,19.88
16.16,16.16,24.23,19.88,26.1,22.99
16.16,16.16,26.1,19.88,26.1,21.75
16.16,19.26,24.85,19.88,24.85,26.1
18.02,19.26,21.13,19.88,24.23,26.1
19.26,18.02,24.85,19.88,29.83,29.83
18.02,19.26,26.72,19.88,29.2,31.07
16.78,19.88,24.23,19.88,29.83,31.07
18.02,19.88,24.85,19.88,27.96,29.2
18.02,19.26,24.85,21.13,29.2,26.72
19.26,18.02,26.72,21.13,27.96,27.96
21.13,18.02,26.1,21.13,26.72,27.96
21.13,18.02,24.85,21.13,26.1,27.96
18.02,18.02,26.72,21.13,26.1,29.83
18.02,19.26,26.72,21.13,27.96,29.83
19.26,19.88,24.85,18.02,29.2,32.93
19.88,19.88,24.85,18.02,26.1,32.93
19.88,19.88,24.85,18.02,29.2,29.83
19.26,19.88,22.99,18.02,31.69,29.83
19.26,19.88,26.1,18.02,31.69,29.83
16.78,21.13,26.72,18.02,26.1,29.83
18.02,19.88,24.85,18.02,29.2,29.83
18.02,21.13,27.96,18.02,29.2,29.83
18.02,21.13,27.96,18.02,27.96,29.83
18.02,19.88,27.96,18.02,26.72,29.83
18.02,21.75,42.25,18.02,26.72,29.83
18.02,21.13,42.87,18.02,26.1,29.83
18.02,21.13,31.07,18.02,19.88,29.83
18.02,21.75,21.75,18.02,18.02,6.21
18.02,21.75,22.99,18.02,19.88,6.21
18.02,21.75,24.23,18.02,19.88,6.84
18.02,21.13,24.23,6.21,19.88,8.08
18.02,21.13,24.23,6.21,19.26,8.08
18.02,21.13,24.23,6.21,19.26,9.94
18.02,21.13,24.85,6.21,19.26,11.18
19.26,19.88,26.1,6.84,19.26,21.75
19.26,19.26,24.85,6.84,19.26,21.13
18.02,18.02,24.23,6.84,16.16,21.13
18.02,16.16,21.75,6.84,14.91,19.26
19.26,16.16,21.75,6.84,14.91,18.02
19.88,16.78,22.99,6.84,16.16,18.02
19.26,16.78,24.85,6.21,16.78,19.88
19.88,18.02,24.23,6.21,19.26,19.26
18.02,18.02,26.72,6.21,19.26,19.88
16.78,18.02,24.23,6.21,16.78,19.88
18.02,18.02,24.85,4.97,16.78,21.13
19.26,18.02,24.23,4.97,18.02,21.13
19.88,18.02,24.23,4.97,18.02,21.75
21.13,18.02,24.85,4.97,19.26,21.75
19.26,16.78,24.85,4.97,19.88,21.75
19.26,16.16,24.85,4.97,19.26,21.13
19.26,16.78,22.99,4.97,19.26,19.26
19.26,16.78,22.99,4.97,18.02,16.78
19.88,18.02,21.75,6.21,19.26,16.16
18.02,19.26,22.99,6.21,19.88,18.02
19.26,18.02,22.99,6.21,18.02,19.26
19.26,19.26,24.85,6.21,19.26,19.88
19.88,19.26,24.85,6.21,18.02,19.88
19.88,18.02,24.85,6.21,18.02,21.13
21.75,18.02,26.1,6.84,19.88,21.13
21.75,16.78,26.1,6.84,19.88,21.13
21.75,18.02,26.1,16.16,19.88,21.13
21.13,18.02,26.1,16.16,19.26,21.13
21.13,19.26,24.85,16.16,18.02,22.99
21.13,19.26,21.13,16.16,19.26,21.75
21.13,18.02,21.13,16.16,19.26,21.75
21.13,18.02,22.99,16.16,18.02,21.75
19.26,18.02,22.99,16.16,18.02,21.13
19.26,19.26,24.23,16.16,19.26,21.13
19.26,19.26,26.1,16.16,19.26,21.13
19.26,19.88,27.96,16.16,16.78,21.13
18.02,19.88,29.83,16.16,16.78,21.13
18.02,19.26,26.1,16.16,19.26,21.13
18.02,18.02,26.1,18.02,19.26,19.88
18.02,18.02,26.1,18.02,19.88,19.88
19.26,18.02,26.1,18.02,19.88,19.88
19.88,18.02,26.72,18.02,21.13,19.88
21.75,16.78,24.23,16.78,21.13,21.13
21.13,16.78,24.23,16.78,21.13,24.23
21.75,16.78,26.1,16.78,21.13,24.85
24.23,16.78,24.85,16.78,19.88,26.1
24.23,18.02,24.85,16.78,19.88,24.85
22.99,18.02,24.85,16.78,19.26,24.23
24.23,19.26,24.85,18.02,19.88,22.99
22.99,18.02,26.1,18.02,19.88,22.99
21.75,19.26,22.99,18.02,19.88,22.99
21.13,19.26,22.99,18.02,19.88,24.23
19.88,19.88,26.1,18.02,19.88,24.23
19.88,19.88,26.72,18.02,19.88,24.85
19.88,19.26,26.72,19.26,18.02,22.99
19.88,19.26,26.72,19.26,16.78,22.99
19.88,19.26,22.99,19.26,18.02,21.13
19.26,19.26,22.99,19.26,16.78,22.99
18.02,18.02,24.85,19.26,19.26,24.23
18.02,18.02,24.23,19.26,19.26,24.23
19.88,18.02,24.23,19.26,19.26,22.99
21.13,18.02,24.85,19.26,18.02,22.99
21.75,18.02,26.72,19.26,18.02,22.99
21.75,18.02,24.85,19.26,18.02,21.75
19.88,19.26,24.85,19.26,19.26,22.99
19.26,19.26,26.1,19.26,19.26,21.75
18.02,19.26,26.1,19.26,19.88,21.13
19.88,19.26,26.1,19.26,19.26,21.13
18.02,18.02,22.99,16.78,21.13,21.13
19.26,16.78,22.99,16.78,19.88,19.88
19.26,19.26,22.99,16.78,19.88,19.88
21.13,19.26,22.99,16.78,19.88,19.26
19.88,19.26,21.13,14.91,19.88,19.26
19.26,18.02,24.23,14.91,19.26,21.75
21.75,18.02,24.23,14.91,18.02,24.23
21.75,18.02,24.85,14.91,18.02,24.23
21.75,18.02,24.85,14.91,18.02,24.85
22.99,16.78,22.99,14.91,18.02,22.99
24.23,18.02,22.99,14.91,18.02,24.23
24.23,18.02,22.99,14.91,19.88,24.23
21.75,18.02,22.99,14.91,19.26,26.1
21.75,16.78,13.05,14.91,21.13,24.23
24.23,18.02,13.05,14.91,19.88,24.23
24.23,19.26,24.23,14.91,21.13,24.85
21.75,19.26,24.23,14.91,19.88,24.23
21.13,19.26,9.94,14.91,21.13,22.99
19.26,19.26,9.94,14.91,21.13,22.99
19.88,19.26,24.85,14.91,21.13,21.75
21.13,19.26,24.85,14.91,19.88,22.99
19.88,19.88,24.23,14.91,19.88,22.99
21.13,19.88,24.85,16.16,19.88,24.85
19.88,19.26,26.72,16.16,19.88,26.1
21.13,19.26,26.72,16.16,19.88,24.23
19.88,19.26,24.85,16.16,19.88,22.99
19.88,19.26,26.1,16.16,19.26,24.23
19.88,19.26,24.85,16.16,18.02,24.23
19.88,19.26,24.85,16.16,18.02,24.85
19.88,19.26,26.72,16.16,18.02,24.85
19.88,18.02,26.72,16.16,19.26,24.23
19.88,18.02,24.23,16.16,19.88,22.99
19.88,18.02,24.23,16.78,19.26,22.99
19.88,18.02,22.99,16.78,19.26,22.99
19.88,18.02,22.99,18.02,19.26,22.99
21.13,18.02,24.23,18.02,19.26,22.99
19.88,18.02,24.85,18.02,18.02,24.23
19.88,18.02,27.96,18.02,19.26,22.99
21.13,18.02,27.96,18.02,18.02,21.13
19.88,18.02,26.1,18.02,19.26,19.88
21.13,18.02,26.72,18.02,19.26,19.88
21.75,19.26,24.23,18.02,19.88,19.88
21.75,18.02,24.85,18.02,19.88,19.88
21.75,19.26,24.85,18.02,18.02,19.88
21.13,18.02,26.1,18.02,18.02,21.75
19.88,18.02,24.23,18.02,18.02,21.75
19.88,18.02,24.23,18.02,18.02,21.75
19.88,18.02,24.85,18.02,18.02,21.75
19.88,18.02,24.85,18.02,18.02,21.13
21.13,19.26,24.23,18.02,18.02,19.88
19.88,19.26,24.23,18.02,16.78,21.13
19.88,19.26,24.85,18.02,16.78,19.88
21.13,19.26,24.23,18.02,16.78,21.13
19.88,18.02,22.99,18.02,19.26,21.13
21.13,18.02,22.99,18.02,19.26,21.13
21.13,18.02,22.99,18.02,19.88,21.13
21.13,18.02,24.23,18.02,19.88,21.13
19.26,18.02,26.72,18.02,19.88,21.13
19.26,18.02,26.72,18.02,19.88,21.13
19.26,19.26,24.85,18.02,19.88,19.88
21.75,18.02,24.85,16.78,19.88,19.26
22.99,19.26,26.72,16.78,19.26,19.26
24.23,18.02,26.72,16.78,19.88,19.26
22.99,18.02,26.72,16.78,21.13,19.88
21.13,18.02,26.72,16.78,19.88,21.75
21.13,18.02,26.1,14.91,19.88,21.75
19.88,18.02,26.1,14.91,19.88,24.23
19.88,19.26,24.85,14.91,19.88,24.23
21.75,19.26,24.85,14.91,19.26,26.1
21.75,19.26,26.72,14.91,19.88,24.85
21.13,19.26,26.72,14.91,21.13,24.85
21.13,19.26,26.72,14.91,21.75,24.85
21.75,19.26,27.96,14.91,21.75,24.23
21.13,19.88,24.85,14.91,21.13,21.75
19.26,19.88,24.85,16.16,19.88,22.99
19.26,19.88,24.23,16.16,19.26,24.23
19.88,19.26,24.85,16.16,19.26,24.85
19.88,19.26,24.85,16.16,21.75,24.85
19.88,19.26,26.1,16.16,21.13,26.1
19.88,19.88,22.99,16.16,19.88,24.23
24.23,19.26,22.99,16.16,19.26,26.72
24.23,19.88,24.85,16.16,19.26,26.72
22.99,19.88,24.85,16.16,19.88,26.1
24.23,19.88,26.1,16.16,21.13,24.85
24.23,19.26,26.1,16.16,19.88,24.85
22.99,19.26,22.99,16.16,19.26,24.85
24.23,18.02,22.99,16.16,19.26,26.1
24.23,19.26,22.99,16.16,19.88,24.85
24.23,19.26,22.99,14.91,21.13,24.23
24.85,19.26,26.1,14.91,21.75,24.23
24.85,19.26,26.72,14.91,21.13,26.1
24.23,19.88,22.99,14.91,21.75,22.99
24.23,19.88,22.99,14.91,21.13,24.85
24.23,19.88,24.23,14.91,19.88,26.1
24.85,19.26,24.23,16.78,19.88,26.1
24.85,19.26,26.1,16.78,21.13,26.1
21.13,19.26,26.1,16.78,21.13,26.72
19.88,19.26,24.23,16.78,21.13,22.99
21.13,19.26,24.85,16.78,21.13,22.99
21.13,19.26,26.1,16.78,19.88,21.75
22.99,19.26,26.1,16.78,21.75,24.23
22.99,19.26,26.1,16.78,21.75,24.23
21.75,19.26,26.72,16.78,22.99,27.96
21.75,19.88,26.1,16.78,22.99,26.1
21.75,19.88,26.1,16.16,21.75,26.72
21.75,19.88,24.85,16.16,21.75,26.72
21.75,18.02,29.83,16.16,21.13,29.2
21.75,18.02,27.96,16.16,21.13,27.96
21.75,18.02,27.96,16.16,21.13,29.83
21.75,18.02,24.23,16.16,21.13,26.72
22.99,18.02,24.85,16.16,21.75,29.2
22.99,18.02,24.85,16.16,21.75,29.2
24.85,18.02,24.85,16.16,21.13,29.2
26.1,18.02,24.23,16.16,19.88,26.72
26.72,19.26,24.23,16.16,19.88,27.96
26.72,19.26,24.23,18.02,21.13,27.96
26.72,19.26,19.26,18.02,21.13,24.23
26.1,19.26,16.16,18.02,21.13,19.88
24.85,19.26,19.88,18.02,21.13,19.88
24.85,19.26,21.75,18.02,21.75,16.16
24.23,19.26,21.75,18.02,19.88,14.29
22.99,19.26,21.13,18.02,19.88,14.29
22.99,19.26,22.99,18.02,18.02,13.05
22.99,19.26,22.99,18.02,16.78,13.05
21.75,19.26,26.72,18.02,16.78,13.05
21.75,19.88,26.1,18.02,18.02,14.29
21.75,19.88,26.72,18.02,18.02,14.29
21.13,19.88,27.96,18.02,18.02,14.29
21.13,19.88,24.85,18.02,19.26,14.29
21.13,19.88,21.75,18.02,19.88,14.29
21.13,19.88,24.85,18.02,19.88,13.05
21.13,21.13,26.1,18.02,21.13,13.05
21.13,21.13,27.96,19.26,19.88,13.05
21.13,21.13,27.96,19.26,19.88,13.05
21.13,21.13,24.85,18.02,19.26,13.05
21.13,21.13,24.23,18.02,19.26,13.05
21.13,21.13,24.23,18.02,19.26,14.29
21.75,21.13,27.96,18.02,19.26,14.29
21.75,21.13,27.96,18.02,19.26,14.29
21.75,21.13,26.72,18.02,19.26,14.29
